id,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2fhePAlCSsJplwkjqMYpVm,LOVE AGAIN,"Daniel Caesar, Brandy",0.553,0.441,5,-6.411,1,0.0918,0.41,2.57e-06,0.107,0.525,76.988,audio_features,spotify:track:2fhePAlCSsJplwkjqMYpVm,https://api.spotify.com/v1/tracks/2fhePAlCSsJplwkjqMYpVm,https://api.spotify.com/v1/audio-analysis/2fhePAlCSsJplwkjqMYpVm,214278,4
3mVetrcTFdjigng5ankZRf,Love Is Poison,YoungBoy Never Broke Again,0.781,0.593,1,-6.038,1,0.281,0.0533,0.0,0.381,0.602,158.019,audio_features,spotify:track:3mVetrcTFdjigng5ankZRf,https://api.spotify.com/v1/tracks/3mVetrcTFdjigng5ankZRf,https://api.spotify.com/v1/audio-analysis/3mVetrcTFdjigng5ankZRf,157975,4
7xuh3tFOyUadyh2Uqdv8ql,Love Story,TOMORROW X TOGETHER,0.696,0.726,11,-6.275,1,0.0389,0.119,0.0,0.119,0.27,118.978,audio_features,spotify:track:7xuh3tFOyUadyh2Uqdv8ql,https://api.spotify.com/v1/tracks/7xuh3tFOyUadyh2Uqdv8ql,https://api.spotify.com/v1/audio-analysis/7xuh3tFOyUadyh2Uqdv8ql,235503,4
4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,Lost Frequencies,0.608,0.688,5,-8.597,0,0.0499,0.0554,0.00736,0.08,0.214,127.938,audio_features,spotify:track:4r6c2ClnuYLwNv4lEM7XlW,https://api.spotify.com/v1/tracks/4r6c2ClnuYLwNv4lEM7XlW,https://api.spotify.com/v1/audio-analysis/4r6c2ClnuYLwNv4lEM7XlW,171094,4
3ia3dJETSOllPsv3LJkE35,California Love - Original Version,"2Pac, Roger, Dr. Dre",0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,audio_features,spotify:track:3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/tracks/3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/audio-analysis/3ia3dJETSOllPsv3LJkE35,284907,4
5sZSiLaxwbQZsQSDzhwgo4,LOVE AGAIN,The Kid LAROI,0.584,0.455,11,-6.211,0,0.0276,0.447,0.0,0.113,0.367,107.055,audio_features,spotify:track:5sZSiLaxwbQZsQSDzhwgo4,https://api.spotify.com/v1/tracks/5sZSiLaxwbQZsQSDzhwgo4,https://api.spotify.com/v1/audio-analysis/5sZSiLaxwbQZsQSDzhwgo4,146466,4
4lVVewXw4g8hB7sldQyJiL,The Love You Want,Sleep Token,0.533,0.545,8,-9.246,1,0.0413,0.192,0.000866,0.16,0.419,81.981,audio_features,spotify:track:4lVVewXw4g8hB7sldQyJiL,https://api.spotify.com/v1/tracks/4lVVewXw4g8hB7sldQyJiL,https://api.spotify.com/v1/audio-analysis/4lVVewXw4g8hB7sldQyJiL,263320,4
7nT9lGk3bf5rvnVbzPIE3N,Love & Reggae,Collie Buddz,0.743,0.576,9,-6.244,0,0.163,0.0136,0.0,0.0613,0.628,77.958,audio_features,spotify:track:7nT9lGk3bf5rvnVbzPIE3N,https://api.spotify.com/v1/tracks/7nT9lGk3bf5rvnVbzPIE3N,https://api.spotify.com/v1/audio-analysis/7nT9lGk3bf5rvnVbzPIE3N,213692,4
6HwcP1XamKZwjAmcdBN2Pk,Love Me,Fia,0.73,0.546,11,-4.484,0,0.212,0.101,0.0,0.097,0.75,98.09,audio_features,spotify:track:6HwcP1XamKZwjAmcdBN2Pk,https://api.spotify.com/v1/tracks/6HwcP1XamKZwjAmcdBN2Pk,https://api.spotify.com/v1/audio-analysis/6HwcP1XamKZwjAmcdBN2Pk,264403,4
5ytPMYb6dkoli8sNSEsdmZ,Love Potion No. 9 - Remastered / Single Version,The Clovers,0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,audio_features,spotify:track:5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/tracks/5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/audio-analysis/5ytPMYb6dkoli8sNSEsdmZ,113200,4
36LcCpAK7ColfpTTRNChhz,"LOVE, MONEY, FAME (feat. DJ Khaled) (Kenia OS Remix)","SEVENTEEN, DJ Khaled, Kenia OS",0.854,0.749,0,-4.148,1,0.099,0.0259,0.0,0.0552,0.798,100.03,audio_features,spotify:track:36LcCpAK7ColfpTTRNChhz,https://api.spotify.com/v1/tracks/36LcCpAK7ColfpTTRNChhz,https://api.spotify.com/v1/audio-analysis/36LcCpAK7ColfpTTRNChhz,214800,4
20oVyPvaVROUvQi0Z9vgWg,LOVE HURTS (with Lil Uzi Vert),"Destroy Lonely, Lil Uzi Vert",0.683,0.701,0,-6.677,0,0.0404,0.0688,0.0,0.314,0.117,111.943,audio_features,spotify:track:20oVyPvaVROUvQi0Z9vgWg,https://api.spotify.com/v1/tracks/20oVyPvaVROUvQi0Z9vgWg,https://api.spotify.com/v1/audio-analysis/20oVyPvaVROUvQi0Z9vgWg,274309,4
6ZwNOYjJ06J77YF1ggXtaT,Love Again,"Alex Isley, Jack Dine",0.596,0.458,9,-8.556,0,0.0677,0.814,0.000125,0.0812,0.353,99.381,audio_features,spotify:track:6ZwNOYjJ06J77YF1ggXtaT,https://api.spotify.com/v1/tracks/6ZwNOYjJ06J77YF1ggXtaT,https://api.spotify.com/v1/audio-analysis/6ZwNOYjJ06J77YF1ggXtaT,154800,4
3uliGwmB52ZA7brgpZMzyH,Love Is A Losing Game,Amy Winehouse,0.484,0.294,0,-16.544,1,0.031,0.34,0.00609,0.146,0.562,165.007,audio_features,spotify:track:3uliGwmB52ZA7brgpZMzyH,https://api.spotify.com/v1/tracks/3uliGwmB52ZA7brgpZMzyH,https://api.spotify.com/v1/audio-analysis/3uliGwmB52ZA7brgpZMzyH,155413,4
3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,The Beatles,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,audio_features,spotify:track:3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/tracks/3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/audio-analysis/3VbGCXWRiouAq8VyMYN2MI,141693,4
5BJSZocnCeSNeYMj3iVqM7,Love Runs Out,OneRepublic,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0974,0.737,120.022,audio_features,spotify:track:5BJSZocnCeSNeYMj3iVqM7,https://api.spotify.com/v1/tracks/5BJSZocnCeSNeYMj3iVqM7,https://api.spotify.com/v1/audio-analysis/5BJSZocnCeSNeYMj3iVqM7,224227,4
7ByxizhA4GgEf7Sxomxhze,All My Love,Noah Kahan,0.666,0.665,2,-7.181,1,0.0534,0.309,0.0,0.0961,0.474,116.002,audio_features,spotify:track:7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/tracks/7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/audio-analysis/7ByxizhA4GgEf7Sxomxhze,251511,4
4pFNWAU8e8F32NQkMyLAZi,"Love Without End, Amen",George Strait,0.645,0.442,9,-12.997,1,0.0256,0.397,0.0,0.121,0.554,88.491,audio_features,spotify:track:4pFNWAU8e8F32NQkMyLAZi,https://api.spotify.com/v1/tracks/4pFNWAU8e8F32NQkMyLAZi,https://api.spotify.com/v1/audio-analysis/4pFNWAU8e8F32NQkMyLAZi,187000,4
0uiHv6ieCOkc9sE9ae3nDJ,Love It Here,Moneybagg Yo,0.786,0.438,7,-10.537,0,0.391,0.279,0.0,0.105,0.154,85.924,audio_features,spotify:track:0uiHv6ieCOkc9sE9ae3nDJ,https://api.spotify.com/v1/tracks/0uiHv6ieCOkc9sE9ae3nDJ,https://api.spotify.com/v1/audio-analysis/0uiHv6ieCOkc9sE9ae3nDJ,89617,4
2jGjNCH6Op0BqBHPc4Rd8d,Lovely,Brent Faiyaz,0.319,0.472,8,-8.659,0,0.0574,0.573,2.92e-05,0.13,0.0574,143.684,audio_features,spotify:track:2jGjNCH6Op0BqBHPc4Rd8d,https://api.spotify.com/v1/tracks/2jGjNCH6Op0BqBHPc4Rd8d,https://api.spotify.com/v1/audio-analysis/2jGjNCH6Op0BqBHPc4Rd8d,291098,3
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4
2RQAG0wQt35UzAPEyVJFWN,Love Drought,Beyoncé,0.455,0.535,9,-10.602,0,0.0426,0.0209,0.64,0.126,0.216,157.01,audio_features,spotify:track:2RQAG0wQt35UzAPEyVJFWN,https://api.spotify.com/v1/tracks/2RQAG0wQt35UzAPEyVJFWN,https://api.spotify.com/v1/audio-analysis/2RQAG0wQt35UzAPEyVJFWN,237440,4
2e3cJdJ8xWwydl8JIYlCqB,Love Talk - English Version,WayV,0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01,audio_features,spotify:track:2e3cJdJ8xWwydl8JIYlCqB,https://api.spotify.com/v1/tracks/2e3cJdJ8xWwydl8JIYlCqB,https://api.spotify.com/v1/audio-analysis/2e3cJdJ8xWwydl8JIYlCqB,232150,4
47hsUYxvbTlBAN3sP9dEOd,Love Me JeJe,Tems,0.838,0.537,11,-10.28,1,0.119,0.156,0.446,0.107,0.56,103.95,audio_features,spotify:track:47hsUYxvbTlBAN3sP9dEOd,https://api.spotify.com/v1/tracks/47hsUYxvbTlBAN3sP9dEOd,https://api.spotify.com/v1/audio-analysis/47hsUYxvbTlBAN3sP9dEOd,178042,4
2jYYpomaAWl7Fr0HvZYK02,"LOVE, MONEY, FAME (feat. DJ Khaled)","SEVENTEEN, DJ Khaled",0.87,0.703,7,-4.371,1,0.0514,0.0412,0.0,0.0617,0.789,100.017,audio_features,spotify:track:2jYYpomaAWl7Fr0HvZYK02,https://api.spotify.com/v1/tracks/2jYYpomaAWl7Fr0HvZYK02,https://api.spotify.com/v1/audio-analysis/2jYYpomaAWl7Fr0HvZYK02,186387,4
2qyeAiFswWB2PmYhdeObTP,Love The Hell Out Of You - From The Motion Picture 'It Ends With Us',Lewis Capaldi,0.325,0.472,1,-5.972,1,0.0397,0.52,0.0,0.367,0.206,166.807,audio_features,spotify:track:2qyeAiFswWB2PmYhdeObTP,https://api.spotify.com/v1/tracks/2qyeAiFswWB2PmYhdeObTP,https://api.spotify.com/v1/audio-analysis/2qyeAiFswWB2PmYhdeObTP,205080,3
3sslYZcFKtUvIEWN9lADgr,First Love/Late Spring,Mitski,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,audio_features,spotify:track:3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/tracks/3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/audio-analysis/3sslYZcFKtUvIEWN9lADgr,278640,4
2IVsRhKrx8hlQBOWy4qebo,Mr. Loverman,Ricky Montgomery,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,audio_features,spotify:track:2IVsRhKrx8hlQBOWy4qebo,https://api.spotify.com/v1/tracks/2IVsRhKrx8hlQBOWy4qebo,https://api.spotify.com/v1/audio-analysis/2IVsRhKrx8hlQBOWy4qebo,216880,3
4tRChXykiY6DIPrv6aJqRo,Love Story - Instrumental,TOMORROW X TOGETHER,0.584,0.719,11,-9.608,1,0.0324,0.055,0.815,0.132,0.115,119.013,audio_features,spotify:track:4tRChXykiY6DIPrv6aJqRo,https://api.spotify.com/v1/tracks/4tRChXykiY6DIPrv6aJqRo,https://api.spotify.com/v1/audio-analysis/4tRChXykiY6DIPrv6aJqRo,235503,4
3qXsX3mYSsD1DmAvc3PE3N,Love You Anyway,Luke Combs,0.532,0.489,4,-7.419,1,0.0311,0.149,0.0,0.237,0.32,139.807,audio_features,spotify:track:3qXsX3mYSsD1DmAvc3PE3N,https://api.spotify.com/v1/tracks/3qXsX3mYSsD1DmAvc3PE3N,https://api.spotify.com/v1/audio-analysis/3qXsX3mYSsD1DmAvc3PE3N,229627,4
5tyMJlMqaggzvuX7TtlrTe,Love song,Lana Del Rey,0.384,0.0701,9,-16.512,1,0.0367,0.966,0.00017,0.0805,0.288,63.425,audio_features,spotify:track:5tyMJlMqaggzvuX7TtlrTe,https://api.spotify.com/v1/tracks/5tyMJlMqaggzvuX7TtlrTe,https://api.spotify.com/v1/audio-analysis/5tyMJlMqaggzvuX7TtlrTe,229326,4
3ty4jnVIJ9My8ZnXFMc0Fg,愛して 愛して 愛して,Kikuo,0.605,0.842,8,-4.747,1,0.0509,0.0862,3.08e-06,0.106,0.35,115.008,audio_features,spotify:track:3ty4jnVIJ9My8ZnXFMc0Fg,https://api.spotify.com/v1/tracks/3ty4jnVIJ9My8ZnXFMc0Fg,https://api.spotify.com/v1/audio-analysis/3ty4jnVIJ9My8ZnXFMc0Fg,252000,3
2bppvcuQhuMcJZHtM9So7r,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)","USHER, Beyoncé, Lil Wayne",0.623,0.487,1,-7.954,1,0.113,0.0322,0.0,0.146,0.507,138.893,audio_features,spotify:track:2bppvcuQhuMcJZHtM9So7r,https://api.spotify.com/v1/tracks/2bppvcuQhuMcJZHtM9So7r,https://api.spotify.com/v1/audio-analysis/2bppvcuQhuMcJZHtM9So7r,309040,4
20X9OeC606XNwEtDBOym5u,Love Drunk,BOYS LIKE GIRLS,0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005,audio_features,spotify:track:20X9OeC606XNwEtDBOym5u,https://api.spotify.com/v1/tracks/20X9OeC606XNwEtDBOym5u,https://api.spotify.com/v1/audio-analysis/20X9OeC606XNwEtDBOym5u,226707,4
6SMHgPgNkhe9lneNTbgtel,Love and Happiness,Al Green,0.823,0.457,6,-10.961,1,0.234,0.206,0.000183,0.0763,0.735,99.163,audio_features,spotify:track:6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/tracks/6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/audio-analysis/6SMHgPgNkhe9lneNTbgtel,307063,4
4H1aZMAqnzICsnFVDf6Lxc,Love I,The Green,0.848,0.463,7,-9.009,1,0.0854,0.378,0.0,0.103,0.948,133.0,audio_features,spotify:track:4H1aZMAqnzICsnFVDf6Lxc,https://api.spotify.com/v1/tracks/4H1aZMAqnzICsnFVDf6Lxc,https://api.spotify.com/v1/audio-analysis/4H1aZMAqnzICsnFVDf6Lxc,218240,4
4n81eNyWOkaxBIPrBQk0NJ,Love Game,Bread Beatz,0.641,0.726,9,-5.875,0,0.0301,0.00223,0.0278,0.263,0.656,129.94,audio_features,spotify:track:4n81eNyWOkaxBIPrBQk0NJ,https://api.spotify.com/v1/tracks/4n81eNyWOkaxBIPrBQk0NJ,https://api.spotify.com/v1/audio-analysis/4n81eNyWOkaxBIPrBQk0NJ,125769,4
0OCRwXbQRdOZ1OtB4Imsp1,Love Someone,Lukas Graham,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838,audio_features,spotify:track:0OCRwXbQRdOZ1OtB4Imsp1,https://api.spotify.com/v1/tracks/0OCRwXbQRdOZ1OtB4Imsp1,https://api.spotify.com/v1/audio-analysis/0OCRwXbQRdOZ1OtB4Imsp1,205440,4
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Soft Cell,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,audio_features,spotify:track:0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,153800,4
36QG29bbGuJkxNgzY6o9Mu,Love-Hate-Sex-Pain,Godsmack,0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,audio_features,spotify:track:36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/tracks/36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/audio-analysis/36QG29bbGuJkxNgzY6o9Mu,315453,4
3bq7dXN7arTdaq8mmKXxob,Love to Keep Me Warm,"Laufey, dodie",0.669,0.208,0,-12.539,1,0.0692,0.97,0.000524,0.106,0.315,139.928,audio_features,spotify:track:3bq7dXN7arTdaq8mmKXxob,https://api.spotify.com/v1/tracks/3bq7dXN7arTdaq8mmKXxob,https://api.spotify.com/v1/audio-analysis/3bq7dXN7arTdaq8mmKXxob,158133,4
4ZaRg5Sf4TKr0YcFRLh7QJ,Love Affair,UMI,0.613,0.488,8,-7.37,1,0.0964,0.129,2.13e-05,0.335,0.183,172.076,audio_features,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,https://api.spotify.com/v1/tracks/4ZaRg5Sf4TKr0YcFRLh7QJ,https://api.spotify.com/v1/audio-analysis/4ZaRg5Sf4TKr0YcFRLh7QJ,190960,4
3Dfy8YIxq89i84t108TvMi,Love Bites - Remastered 2017,Def Leppard,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,346960,4
5Ds1FRxEq20yhhtVY3JukM,Love Like Mine,Stela Cole,0.716,0.705,9,-4.846,1,0.0474,0.0553,0.0,0.183,0.643,89.011,audio_features,spotify:track:5Ds1FRxEq20yhhtVY3JukM,https://api.spotify.com/v1/tracks/5Ds1FRxEq20yhhtVY3JukM,https://api.spotify.com/v1/audio-analysis/5Ds1FRxEq20yhhtVY3JukM,188368,4
1c2wTe7doRRk2n1XZe0KAM,Lovely,Sonder,0.506,0.503,8,-9.003,0,0.0468,0.581,0.000534,0.628,0.133,144.015,audio_features,spotify:track:1c2wTe7doRRk2n1XZe0KAM,https://api.spotify.com/v1/tracks/1c2wTe7doRRk2n1XZe0KAM,https://api.spotify.com/v1/audio-analysis/1c2wTe7doRRk2n1XZe0KAM,291449,3
58RDwkonFMOkoytBtIQetc,Love You to Death,Type O Negative,0.423,0.738,6,-7.329,1,0.0319,0.359,0.084,0.0801,0.276,111.414,audio_features,spotify:track:58RDwkonFMOkoytBtIQetc,https://api.spotify.com/v1/tracks/58RDwkonFMOkoytBtIQetc,https://api.spotify.com/v1/audio-analysis/58RDwkonFMOkoytBtIQetc,428800,4
6Sgqy8UjLO2ucKaw3hElBT,Love at First Sight - Spotify Singles,Vacations,0.612,0.752,8,-7.43,0,0.0424,0.0125,0.00084,0.214,0.799,124.999,audio_features,spotify:track:6Sgqy8UjLO2ucKaw3hElBT,https://api.spotify.com/v1/tracks/6Sgqy8UjLO2ucKaw3hElBT,https://api.spotify.com/v1/audio-analysis/6Sgqy8UjLO2ucKaw3hElBT,239769,4
2fB5YRuD88drKpCXQOAk03,Love On,Selena Gomez,0.751,0.519,0,-6.265,1,0.0372,0.202,1.15e-06,0.08,0.534,116.023,audio_features,spotify:track:2fB5YRuD88drKpCXQOAk03,https://api.spotify.com/v1/tracks/2fB5YRuD88drKpCXQOAk03,https://api.spotify.com/v1/audio-analysis/2fB5YRuD88drKpCXQOAk03,181650,4
4wG82w1L31yQhgGiWt6gIb,Stubborn Love,The Lumineers,0.598,0.561,0,-11.676,1,0.0376,0.611,0.0417,0.196,0.231,115.011,audio_features,spotify:track:4wG82w1L31yQhgGiWt6gIb,https://api.spotify.com/v1/tracks/4wG82w1L31yQhgGiWt6gIb,https://api.spotify.com/v1/audio-analysis/4wG82w1L31yQhgGiWt6gIb,279000,4
6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,spotify:track:6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,194853,4
6bON0csSf7G4LDsUrBwQ54,Dirty Love,Mt. Joy,0.774,0.439,5,-7.612,0,0.0364,0.595,0.00127,0.109,0.661,125.088,audio_features,spotify:track:6bON0csSf7G4LDsUrBwQ54,https://api.spotify.com/v1/tracks/6bON0csSf7G4LDsUrBwQ54,https://api.spotify.com/v1/audio-analysis/6bON0csSf7G4LDsUrBwQ54,164627,4
2s3bBJi7wZw0jwPyf7oUQO,Love Is Like A Butterfly (50th Anniversary),Dolly Parton,0.476,0.706,2,-3.673,1,0.0388,0.751,0.0,0.094,0.678,168.178,audio_features,spotify:track:2s3bBJi7wZw0jwPyf7oUQO,https://api.spotify.com/v1/tracks/2s3bBJi7wZw0jwPyf7oUQO,https://api.spotify.com/v1/audio-analysis/2s3bBJi7wZw0jwPyf7oUQO,186239,4
3mtukCAgd0mE260QcBfXAX,Love Song,311,0.625,0.686,9,-8.337,0,0.0309,0.0154,0.0499,0.0932,0.556,139.817,audio_features,spotify:track:3mtukCAgd0mE260QcBfXAX,https://api.spotify.com/v1/tracks/3mtukCAgd0mE260QcBfXAX,https://api.spotify.com/v1/audio-analysis/3mtukCAgd0mE260QcBfXAX,211693,4
5h9hkYIBWTZYFRmF6Iz1gt,Love/Paranoia,Tame Impala,0.502,0.699,5,-5.528,1,0.0333,0.0055,0.0,0.171,0.354,111.024,audio_features,spotify:track:5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/tracks/5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/audio-analysis/5h9hkYIBWTZYFRmF6Iz1gt,185773,4
2JUQ7mV1AHk2owXLydmN4Z,Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",0.711,0.605,6,-9.801,0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,audio_features,spotify:track:2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/tracks/2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/audio-analysis/2JUQ7mV1AHk2owXLydmN4Z,307014,4
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360,4
3ld1FzyNgpZwGn4h9cOXrq,Love Me Not (feat. Rex Orange County),"Ravyn Lenae, Rex Orange County",0.796,0.698,0,-6.947,1,0.0312,0.148,0.0,0.129,0.794,114.014,audio_features,spotify:track:3ld1FzyNgpZwGn4h9cOXrq,https://api.spotify.com/v1/tracks/3ld1FzyNgpZwGn4h9cOXrq,https://api.spotify.com/v1/audio-analysis/3ld1FzyNgpZwGn4h9cOXrq,188198,4
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,audio_features,spotify:track:6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154,4
1zS5TccQwMDp5ZsEnt4FAh,LoveSick,BoyWithUke,0.864,0.535,9,-8.959,1,0.257,0.794,0.0,0.113,0.842,112.491,audio_features,spotify:track:1zS5TccQwMDp5ZsEnt4FAh,https://api.spotify.com/v1/tracks/1zS5TccQwMDp5ZsEnt4FAh,https://api.spotify.com/v1/audio-analysis/1zS5TccQwMDp5ZsEnt4FAh,146153,4
2qkb3hhx8iCBvYzX9SvVxj,Lovesong,beabadoobee,0.479,0.369,5,-10.171,1,0.0282,0.659,0.0808,0.106,0.233,127.822,audio_features,spotify:track:2qkb3hhx8iCBvYzX9SvVxj,https://api.spotify.com/v1/tracks/2qkb3hhx8iCBvYzX9SvVxj,https://api.spotify.com/v1/audio-analysis/2qkb3hhx8iCBvYzX9SvVxj,245427,4
4PJEK76V3A1S0XzZJuTWh7,Love Is A Long Road,Tom Petty,0.64,0.622,4,-10.851,1,0.0316,0.0303,7.63e-05,0.0866,0.496,116.334,audio_features,spotify:track:4PJEK76V3A1S0XzZJuTWh7,https://api.spotify.com/v1/tracks/4PJEK76V3A1S0XzZJuTWh7,https://api.spotify.com/v1/audio-analysis/4PJEK76V3A1S0XzZJuTWh7,247600,4
4pCNJwixy2ImFncaPY2yE2,Love Will Keep Us Together,Captain & Tennille,0.621,0.788,4,-4.326,1,0.0314,0.354,0.0,0.305,0.926,129.62,audio_features,spotify:track:4pCNJwixy2ImFncaPY2yE2,https://api.spotify.com/v1/tracks/4pCNJwixy2ImFncaPY2yE2,https://api.spotify.com/v1/audio-analysis/4pCNJwixy2ImFncaPY2yE2,205493,4
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,Maroon 5,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,audio_features,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/tracks/0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/audio-analysis/0HnaqUxvHP5LaWdmWwJpiS,229813,4
2eJqIHa8XIjRMulb4XYVSd,lovergirl,saturra,0.413,0.289,1,-18.428,0,0.0336,0.916,0.236,0.11,0.848,183.873,audio_features,spotify:track:2eJqIHa8XIjRMulb4XYVSd,https://api.spotify.com/v1/tracks/2eJqIHa8XIjRMulb4XYVSd,https://api.spotify.com/v1/audio-analysis/2eJqIHa8XIjRMulb4XYVSd,135941,4
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/tracks/6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/audio-analysis/6HZ9VeI5IRFCNQLXhpF4bq,157153,4
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
55dLT3WApUJBEWxSJSivyt,"I Love You, I'm Sorry - Live From Vevo",Gracie Abrams,0.447,0.458,10,-9.129,1,0.0311,0.65,2.68e-05,0.0949,0.211,116.855,audio_features,spotify:track:55dLT3WApUJBEWxSJSivyt,https://api.spotify.com/v1/tracks/55dLT3WApUJBEWxSJSivyt,https://api.spotify.com/v1/audio-analysis/55dLT3WApUJBEWxSJSivyt,204165,4
1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,Nazareth,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,audio_features,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4
