danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,audio_features,36QG29bbGuJkxNgzY6o9Mu,spotify:track:36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/tracks/36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/audio-analysis/36QG29bbGuJkxNgzY6o9Mu,315453,4
0.669,0.208,0,-12.539,1,0.0692,0.97,0.000524,0.106,0.315,139.928,audio_features,3bq7dXN7arTdaq8mmKXxob,spotify:track:3bq7dXN7arTdaq8mmKXxob,https://api.spotify.com/v1/tracks/3bq7dXN7arTdaq8mmKXxob,https://api.spotify.com/v1/audio-analysis/3bq7dXN7arTdaq8mmKXxob,158133,4
0.613,0.488,8,-7.37,1,0.0964,0.129,2.13e-05,0.335,0.183,172.076,audio_features,4ZaRg5Sf4TKr0YcFRLh7QJ,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,https://api.spotify.com/v1/tracks/4ZaRg5Sf4TKr0YcFRLh7QJ,https://api.spotify.com/v1/audio-analysis/4ZaRg5Sf4TKr0YcFRLh7QJ,190960,4
0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,3Dfy8YIxq89i84t108TvMi,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,346960,4
0.716,0.705,9,-4.846,1,0.0474,0.0553,0.0,0.183,0.643,89.011,audio_features,5Ds1FRxEq20yhhtVY3JukM,spotify:track:5Ds1FRxEq20yhhtVY3JukM,https://api.spotify.com/v1/tracks/5Ds1FRxEq20yhhtVY3JukM,https://api.spotify.com/v1/audio-analysis/5Ds1FRxEq20yhhtVY3JukM,188368,4
0.506,0.503,8,-9.003,0,0.0468,0.581,0.000534,0.628,0.133,144.015,audio_features,1c2wTe7doRRk2n1XZe0KAM,spotify:track:1c2wTe7doRRk2n1XZe0KAM,https://api.spotify.com/v1/tracks/1c2wTe7doRRk2n1XZe0KAM,https://api.spotify.com/v1/audio-analysis/1c2wTe7doRRk2n1XZe0KAM,291449,3
0.423,0.738,6,-7.329,1,0.0319,0.359,0.084,0.0801,0.276,111.414,audio_features,58RDwkonFMOkoytBtIQetc,spotify:track:58RDwkonFMOkoytBtIQetc,https://api.spotify.com/v1/tracks/58RDwkonFMOkoytBtIQetc,https://api.spotify.com/v1/audio-analysis/58RDwkonFMOkoytBtIQetc,428800,4
0.612,0.752,8,-7.43,0,0.0424,0.0125,0.00084,0.214,0.799,124.999,audio_features,6Sgqy8UjLO2ucKaw3hElBT,spotify:track:6Sgqy8UjLO2ucKaw3hElBT,https://api.spotify.com/v1/tracks/6Sgqy8UjLO2ucKaw3hElBT,https://api.spotify.com/v1/audio-analysis/6Sgqy8UjLO2ucKaw3hElBT,239769,4
0.751,0.519,0,-6.265,1,0.0372,0.202,1.15e-06,0.08,0.534,116.023,audio_features,2fB5YRuD88drKpCXQOAk03,spotify:track:2fB5YRuD88drKpCXQOAk03,https://api.spotify.com/v1/tracks/2fB5YRuD88drKpCXQOAk03,https://api.spotify.com/v1/audio-analysis/2fB5YRuD88drKpCXQOAk03,181650,4
0.598,0.561,0,-11.676,1,0.0376,0.611,0.0417,0.196,0.231,115.011,audio_features,4wG82w1L31yQhgGiWt6gIb,spotify:track:4wG82w1L31yQhgGiWt6gIb,https://api.spotify.com/v1/tracks/4wG82w1L31yQhgGiWt6gIb,https://api.spotify.com/v1/audio-analysis/4wG82w1L31yQhgGiWt6gIb,279000,4
0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,6qLEOZvf5gI7kWE63JE7p3,spotify:track:6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,194853,4
0.774,0.439,5,-7.612,0,0.0364,0.595,0.00127,0.109,0.661,125.088,audio_features,6bON0csSf7G4LDsUrBwQ54,spotify:track:6bON0csSf7G4LDsUrBwQ54,https://api.spotify.com/v1/tracks/6bON0csSf7G4LDsUrBwQ54,https://api.spotify.com/v1/audio-analysis/6bON0csSf7G4LDsUrBwQ54,164627,4
0.476,0.706,2,-3.673,1,0.0388,0.751,0.0,0.094,0.678,168.178,audio_features,2s3bBJi7wZw0jwPyf7oUQO,spotify:track:2s3bBJi7wZw0jwPyf7oUQO,https://api.spotify.com/v1/tracks/2s3bBJi7wZw0jwPyf7oUQO,https://api.spotify.com/v1/audio-analysis/2s3bBJi7wZw0jwPyf7oUQO,186239,4
0.625,0.686,9,-8.337,0,0.0309,0.0154,0.0499,0.0932,0.556,139.817,audio_features,3mtukCAgd0mE260QcBfXAX,spotify:track:3mtukCAgd0mE260QcBfXAX,https://api.spotify.com/v1/tracks/3mtukCAgd0mE260QcBfXAX,https://api.spotify.com/v1/audio-analysis/3mtukCAgd0mE260QcBfXAX,211693,4
0.502,0.699,5,-5.528,1,0.0333,0.0055,0.0,0.171,0.354,111.024,audio_features,5h9hkYIBWTZYFRmF6Iz1gt,spotify:track:5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/tracks/5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/audio-analysis/5h9hkYIBWTZYFRmF6Iz1gt,185773,4
0.711,0.605,6,-9.801,0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,audio_features,2JUQ7mV1AHk2owXLydmN4Z,spotify:track:2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/tracks/2JUQ7mV1AHk2owXLydmN4Z,https://api.spotify.com/v1/audio-analysis/2JUQ7mV1AHk2owXLydmN4Z,307014,4
0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360,4
0.796,0.698,0,-6.947,1,0.0312,0.148,0.0,0.129,0.794,114.014,audio_features,3ld1FzyNgpZwGn4h9cOXrq,spotify:track:3ld1FzyNgpZwGn4h9cOXrq,https://api.spotify.com/v1/tracks/3ld1FzyNgpZwGn4h9cOXrq,https://api.spotify.com/v1/audio-analysis/3ld1FzyNgpZwGn4h9cOXrq,188198,4
0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,audio_features,6IPwKM3fUUzlElbvKw2sKl,spotify:track:6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154,4
0.864,0.535,9,-8.959,1,0.257,0.794,0.0,0.113,0.842,112.491,audio_features,1zS5TccQwMDp5ZsEnt4FAh,spotify:track:1zS5TccQwMDp5ZsEnt4FAh,https://api.spotify.com/v1/tracks/1zS5TccQwMDp5ZsEnt4FAh,https://api.spotify.com/v1/audio-analysis/1zS5TccQwMDp5ZsEnt4FAh,146153,4
0.479,0.369,5,-10.171,1,0.0282,0.659,0.0808,0.106,0.233,127.822,audio_features,2qkb3hhx8iCBvYzX9SvVxj,spotify:track:2qkb3hhx8iCBvYzX9SvVxj,https://api.spotify.com/v1/tracks/2qkb3hhx8iCBvYzX9SvVxj,https://api.spotify.com/v1/audio-analysis/2qkb3hhx8iCBvYzX9SvVxj,245427,4
0.64,0.622,4,-10.851,1,0.0316,0.0303,7.63e-05,0.0866,0.496,116.334,audio_features,4PJEK76V3A1S0XzZJuTWh7,spotify:track:4PJEK76V3A1S0XzZJuTWh7,https://api.spotify.com/v1/tracks/4PJEK76V3A1S0XzZJuTWh7,https://api.spotify.com/v1/audio-analysis/4PJEK76V3A1S0XzZJuTWh7,247600,4
0.621,0.788,4,-4.326,1,0.0314,0.354,0.0,0.305,0.926,129.62,audio_features,4pCNJwixy2ImFncaPY2yE2,spotify:track:4pCNJwixy2ImFncaPY2yE2,https://api.spotify.com/v1/tracks/4pCNJwixy2ImFncaPY2yE2,https://api.spotify.com/v1/audio-analysis/4pCNJwixy2ImFncaPY2yE2,205493,4
0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,audio_features,0HnaqUxvHP5LaWdmWwJpiS,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/tracks/0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/audio-analysis/0HnaqUxvHP5LaWdmWwJpiS,229813,4
0.413,0.289,1,-18.428,0,0.0336,0.916,0.236,0.11,0.848,183.873,audio_features,2eJqIHa8XIjRMulb4XYVSd,spotify:track:2eJqIHa8XIjRMulb4XYVSd,https://api.spotify.com/v1/tracks/2eJqIHa8XIjRMulb4XYVSd,https://api.spotify.com/v1/audio-analysis/2eJqIHa8XIjRMulb4XYVSd,135941,4
0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,6HZ9VeI5IRFCNQLXhpF4bq,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/tracks/6HZ9VeI5IRFCNQLXhpF4bq,https://api.spotify.com/v1/audio-analysis/6HZ9VeI5IRFCNQLXhpF4bq,157153,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
0.447,0.458,10,-9.129,1,0.0311,0.65,2.68e-05,0.0949,0.211,116.855,audio_features,55dLT3WApUJBEWxSJSivyt,spotify:track:55dLT3WApUJBEWxSJSivyt,https://api.spotify.com/v1/tracks/55dLT3WApUJBEWxSJSivyt,https://api.spotify.com/v1/audio-analysis/55dLT3WApUJBEWxSJSivyt,204165,4
0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4
0.718,0.583,7,-7.884,1,0.0288,0.623,0.000681,0.0612,0.422,119.971,audio_features,0oiCeOPwm4zhwfyIpAE37y,spotify:track:0oiCeOPwm4zhwfyIpAE37y,https://api.spotify.com/v1/tracks/0oiCeOPwm4zhwfyIpAE37y,https://api.spotify.com/v1/audio-analysis/0oiCeOPwm4zhwfyIpAE37y,212320,4
0.827,0.439,9,-10.278,0,0.0784,0.0743,0.0,0.106,0.463,134.961,audio_features,3fcX3E9l1gVnfKeWaEzHHv,spotify:track:3fcX3E9l1gVnfKeWaEzHHv,https://api.spotify.com/v1/tracks/3fcX3E9l1gVnfKeWaEzHHv,https://api.spotify.com/v1/audio-analysis/3fcX3E9l1gVnfKeWaEzHHv,273778,4
0.449,0.524,8,-7.914,1,0.0854,0.136,0.0,0.106,0.128,69.726,audio_features,1gAxoOzwsjcxmluS0Fjjd8,spotify:track:1gAxoOzwsjcxmluS0Fjjd8,https://api.spotify.com/v1/tracks/1gAxoOzwsjcxmluS0Fjjd8,https://api.spotify.com/v1/audio-analysis/1gAxoOzwsjcxmluS0Fjjd8,129429,1
0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,audio_features,2Cdvbe2G4hZsnhNMKyGrie,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,175173,4
0.484,0.828,11,-5.197,1,0.0543,0.0288,0.0,0.313,0.577,195.999,audio_features,0IPKskRI33eRXjUhNUr9b5,spotify:track:0IPKskRI33eRXjUhNUr9b5,https://api.spotify.com/v1/tracks/0IPKskRI33eRXjUhNUr9b5,https://api.spotify.com/v1/audio-analysis/0IPKskRI33eRXjUhNUr9b5,207281,4
0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,audio_features,0E8WJOFs2eWD67USh7C6Qd,spotify:track:0E8WJOFs2eWD67USh7C6Qd,https://api.spotify.com/v1/tracks/0E8WJOFs2eWD67USh7C6Qd,https://api.spotify.com/v1/audio-analysis/0E8WJOFs2eWD67USh7C6Qd,168636,4
0.478,0.749,6,-3.192,0,0.029,0.0303,0.0,0.24,0.317,150.093,audio_features,1M95X9GeTRLXczFunvGCn7,spotify:track:1M95X9GeTRLXczFunvGCn7,https://api.spotify.com/v1/tracks/1M95X9GeTRLXczFunvGCn7,https://api.spotify.com/v1/audio-analysis/1M95X9GeTRLXczFunvGCn7,204160,3
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
0.628,0.783,1,-6.87,0,0.0298,0.00696,0.875,0.117,0.533,127.991,audio_features,69cGlmgNyMf2K6AvmLBuRD,spotify:track:69cGlmgNyMf2K6AvmLBuRD,https://api.spotify.com/v1/tracks/69cGlmgNyMf2K6AvmLBuRD,https://api.spotify.com/v1/audio-analysis/69cGlmgNyMf2K6AvmLBuRD,199280,4
0.496,0.447,0,-5.878,1,0.0317,0.82,0.0,0.098,0.315,101.132,audio_features,0djkJ3iAARXRCbfbwwVc3o,spotify:track:0djkJ3iAARXRCbfbwwVc3o,https://api.spotify.com/v1/tracks/0djkJ3iAARXRCbfbwwVc3o,https://api.spotify.com/v1/audio-analysis/0djkJ3iAARXRCbfbwwVc3o,271080,4
0.673,0.637,11,-8.022,0,0.28,0.000837,0.846,0.16,0.592,110.01,audio_features,0XVoD3TmJVEYdRzZoe0Ewy,spotify:track:0XVoD3TmJVEYdRzZoe0Ewy,https://api.spotify.com/v1/tracks/0XVoD3TmJVEYdRzZoe0Ewy,https://api.spotify.com/v1/audio-analysis/0XVoD3TmJVEYdRzZoe0Ewy,176193,4
0.676,0.623,6,-7.297,0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,audio_features,230wNo1dnexltKYQbsW7oD,spotify:track:230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/tracks/230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/audio-analysis/230wNo1dnexltKYQbsW7oD,209489,4
0.686,0.525,2,-6.721,1,0.0331,0.135,0.0,0.11,0.322,132.927,audio_features,3YM0vEH7taFj7OLW3dWfiu,spotify:track:3YM0vEH7taFj7OLW3dWfiu,https://api.spotify.com/v1/tracks/3YM0vEH7taFj7OLW3dWfiu,https://api.spotify.com/v1/audio-analysis/3YM0vEH7taFj7OLW3dWfiu,225627,4
0.542,0.963,2,-1.994,0,0.141,0.00127,0.00134,0.253,0.374,124.992,audio_features,5l3gAGbkXFfPWxh4a3J8mp,spotify:track:5l3gAGbkXFfPWxh4a3J8mp,https://api.spotify.com/v1/tracks/5l3gAGbkXFfPWxh4a3J8mp,https://api.spotify.com/v1/audio-analysis/5l3gAGbkXFfPWxh4a3J8mp,191333,4
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4
0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,audio_features,4gvrJnKCKIPiacNsWVQwEU,spotify:track:4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/tracks/4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/audio-analysis/4gvrJnKCKIPiacNsWVQwEU,188369,3
0.879,0.567,7,-6.509,1,0.0588,0.186,0.0,0.622,0.948,112.473,audio_features,5UzU0qw21okODBNUnxptVo,spotify:track:5UzU0qw21okODBNUnxptVo,https://api.spotify.com/v1/tracks/5UzU0qw21okODBNUnxptVo,https://api.spotify.com/v1/audio-analysis/5UzU0qw21okODBNUnxptVo,193733,4
0.572,0.685,6,-7.29,1,0.0356,0.0291,0.0,0.0963,0.232,110.699,audio_features,0DWXEQvxbrDlJ1tt9Q1Zc9,spotify:track:0DWXEQvxbrDlJ1tt9Q1Zc9,https://api.spotify.com/v1/tracks/0DWXEQvxbrDlJ1tt9Q1Zc9,https://api.spotify.com/v1/audio-analysis/0DWXEQvxbrDlJ1tt9Q1Zc9,333386,4
0.669,0.208,0,-12.539,1,0.0692,0.97,0.000524,0.106,0.315,139.928,audio_features,0Ue7cb3mm8wxbvkpJVVE4I,spotify:track:0Ue7cb3mm8wxbvkpJVVE4I,https://api.spotify.com/v1/tracks/0Ue7cb3mm8wxbvkpJVVE4I,https://api.spotify.com/v1/audio-analysis/0Ue7cb3mm8wxbvkpJVVE4I,158133,4
0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,audio_features,1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/tracks/1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/audio-analysis/1D4PL9B8gOg78jiHg3FvBb,236267,4
0.756,0.369,3,-6.69,0,0.034,0.776,0.0,0.107,0.5,96.92,audio_features,5Mysty4YeFTdu2Xm7O2yHM,spotify:track:5Mysty4YeFTdu2Xm7O2yHM,https://api.spotify.com/v1/tracks/5Mysty4YeFTdu2Xm7O2yHM,https://api.spotify.com/v1/audio-analysis/5Mysty4YeFTdu2Xm7O2yHM,187896,3
0.328,0.183,5,-11.63,1,0.0286,0.936,7.64e-06,0.115,0.262,79.205,audio_features,790YJcgHlN3SaosQCHlWzn,spotify:track:790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/tracks/790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/audio-analysis/790YJcgHlN3SaosQCHlWzn,217400,4
0.517,0.821,9,-3.504,1,0.105,0.00341,0.0,0.148,0.617,160.052,audio_features,3jhlwdu8nU7hFTEGHUomN3,spotify:track:3jhlwdu8nU7hFTEGHUomN3,https://api.spotify.com/v1/tracks/3jhlwdu8nU7hFTEGHUomN3,https://api.spotify.com/v1/audio-analysis/3jhlwdu8nU7hFTEGHUomN3,154517,4
0.333,0.524,10,-6.788,1,0.0301,0.194,0.0,0.124,0.438,73.393,audio_features,1ejsHmXBdf1RMLAmDQdFdh,spotify:track:1ejsHmXBdf1RMLAmDQdFdh,https://api.spotify.com/v1/tracks/1ejsHmXBdf1RMLAmDQdFdh,https://api.spotify.com/v1/audio-analysis/1ejsHmXBdf1RMLAmDQdFdh,170387,4
0.647,0.477,0,-9.71,1,0.0369,0.255,6.31e-05,0.116,0.312,117.882,audio_features,6uvwNFq7ip9kwIUivHeif2,spotify:track:6uvwNFq7ip9kwIUivHeif2,https://api.spotify.com/v1/tracks/6uvwNFq7ip9kwIUivHeif2,https://api.spotify.com/v1/audio-analysis/6uvwNFq7ip9kwIUivHeif2,216726,4
0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,1fgvJXlcZ7uIddMpqsqw0L,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4
0.801,0.805,8,-4.169,0,0.0641,0.00775,0.0,0.0588,0.664,97.021,audio_features,6P3CtlzTKLxcNYGOS3es8m,spotify:track:6P3CtlzTKLxcNYGOS3es8m,https://api.spotify.com/v1/tracks/6P3CtlzTKLxcNYGOS3es8m,https://api.spotify.com/v1/audio-analysis/6P3CtlzTKLxcNYGOS3es8m,188719,4
0.701,0.835,7,-5.57,1,0.19,0.0279,0.0,0.282,0.911,87.953,audio_features,6UumSbVp1ae6IfcOWDo1oL,spotify:track:6UumSbVp1ae6IfcOWDo1oL,https://api.spotify.com/v1/tracks/6UumSbVp1ae6IfcOWDo1oL,https://api.spotify.com/v1/audio-analysis/6UumSbVp1ae6IfcOWDo1oL,140355,4
0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,audio_features,3B3eOgLJSqPEA0RfboIQVM,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4
0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,audio_features,0yB4jrSwN0bFtFRDR5vyMj,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/tracks/0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/audio-analysis/0yB4jrSwN0bFtFRDR5vyMj,200306,4
0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,audio_features,0rCFRyEy4WXjRXNpO80Dzs,spotify:track:0rCFRyEy4WXjRXNpO80Dzs,https://api.spotify.com/v1/tracks/0rCFRyEy4WXjRXNpO80Dzs,https://api.spotify.com/v1/audio-analysis/0rCFRyEy4WXjRXNpO80Dzs,232059,4
0.6,0.786,0,-5.834,1,0.0437,0.0549,0.0,0.0997,0.708,110.987,audio_features,4Je4OSUhDmrG9MYMH4JVez,spotify:track:4Je4OSUhDmrG9MYMH4JVez,https://api.spotify.com/v1/tracks/4Je4OSUhDmrG9MYMH4JVez,https://api.spotify.com/v1/audio-analysis/4Je4OSUhDmrG9MYMH4JVez,189036,4
0.779,0.543,8,-10.544,0,0.0923,0.367,0.000443,0.0541,0.842,145.869,audio_features,3IVaPHncIZWWNjfg29HVLq,spotify:track:3IVaPHncIZWWNjfg29HVLq,https://api.spotify.com/v1/tracks/3IVaPHncIZWWNjfg29HVLq,https://api.spotify.com/v1/audio-analysis/3IVaPHncIZWWNjfg29HVLq,299120,4
0.491,0.417,2,-10.758,1,0.513,0.211,0.0,0.148,0.108,83.404,audio_features,4eeM9BGztkTCtWDwEkCEUT,spotify:track:4eeM9BGztkTCtWDwEkCEUT,https://api.spotify.com/v1/tracks/4eeM9BGztkTCtWDwEkCEUT,https://api.spotify.com/v1/audio-analysis/4eeM9BGztkTCtWDwEkCEUT,230017,4
0.524,0.151,4,-9.548,1,0.0511,0.893,0.0,0.184,0.301,77.0,audio_features,5hGzYOXKT3YxJu2qcDTc44,spotify:track:5hGzYOXKT3YxJu2qcDTc44,https://api.spotify.com/v1/tracks/5hGzYOXKT3YxJu2qcDTc44,https://api.spotify.com/v1/audio-analysis/5hGzYOXKT3YxJu2qcDTc44,207049,4
0.564,0.823,10,-5.319,0,0.0297,0.214,0.0,0.432,0.472,132.113,audio_features,1cAupeTLZyhhtfmRc4qaYy,spotify:track:1cAupeTLZyhhtfmRc4qaYy,https://api.spotify.com/v1/tracks/1cAupeTLZyhhtfmRc4qaYy,https://api.spotify.com/v1/audio-analysis/1cAupeTLZyhhtfmRc4qaYy,173636,4
0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,audio_features,06JvOZ39sK8D8SqiqfaxDU,spotify:track:06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/tracks/06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/audio-analysis/06JvOZ39sK8D8SqiqfaxDU,148571,4
0.72,0.842,11,-4.41,1,0.0493,0.35,0.0,0.336,0.894,112.026,audio_features,2IMPPA9UZpqTnnVIy9lDHU,spotify:track:2IMPPA9UZpqTnnVIy9lDHU,https://api.spotify.com/v1/tracks/2IMPPA9UZpqTnnVIy9lDHU,https://api.spotify.com/v1/audio-analysis/2IMPPA9UZpqTnnVIy9lDHU,186293,4
0.602,0.612,8,-8.115,1,0.0465,0.0325,0.00943,0.147,0.692,95.161,audio_features,5ZF6l3xKi3m6YK2dDXAsR5,spotify:track:5ZF6l3xKi3m6YK2dDXAsR5,https://api.spotify.com/v1/tracks/5ZF6l3xKi3m6YK2dDXAsR5,https://api.spotify.com/v1/audio-analysis/5ZF6l3xKi3m6YK2dDXAsR5,193627,4
0.654,0.599,11,-6.699,1,0.0561,0.0599,0.0,0.161,0.333,119.782,audio_features,1lUQPlbxDG7x8O8rwbxTRt,spotify:track:1lUQPlbxDG7x8O8rwbxTRt,https://api.spotify.com/v1/tracks/1lUQPlbxDG7x8O8rwbxTRt,https://api.spotify.com/v1/audio-analysis/1lUQPlbxDG7x8O8rwbxTRt,243800,4
0.554,0.716,0,-4.334,1,0.0717,0.37,0.0,0.0919,0.664,89.873,audio_features,6WEXy56jM0Nl3bZHY9l7aH,spotify:track:6WEXy56jM0Nl3bZHY9l7aH,https://api.spotify.com/v1/tracks/6WEXy56jM0Nl3bZHY9l7aH,https://api.spotify.com/v1/audio-analysis/6WEXy56jM0Nl3bZHY9l7aH,169147,4
0.658,0.374,9,-11.684,1,0.026,0.721,1.28e-05,0.112,0.367,98.892,audio_features,7bJSiwLFnhoO7g83bWkCtA,spotify:track:7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/tracks/7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/audio-analysis/7bJSiwLFnhoO7g83bWkCtA,243453,4
0.54,0.682,7,-8.125,1,0.0262,0.00521,2.46e-06,0.12,0.218,140.005,audio_features,4ItLuuQoVYrMbufSmyUzPq,spotify:track:4ItLuuQoVYrMbufSmyUzPq,https://api.spotify.com/v1/tracks/4ItLuuQoVYrMbufSmyUzPq,https://api.spotify.com/v1/audio-analysis/4ItLuuQoVYrMbufSmyUzPq,200786,4
0.457,0.25,2,-15.669,1,0.0269,0.899,0.0896,0.109,0.0739,145.879,audio_features,3FzK2g50oLcx8vqETwOn07,spotify:track:3FzK2g50oLcx8vqETwOn07,https://api.spotify.com/v1/tracks/3FzK2g50oLcx8vqETwOn07,https://api.spotify.com/v1/audio-analysis/3FzK2g50oLcx8vqETwOn07,348400,4
0.559,0.766,11,-5.056,1,0.0295,0.0107,6.98e-05,0.194,0.723,145.259,audio_features,2QVzUws1l5mzZ4v46tGHrC,spotify:track:2QVzUws1l5mzZ4v46tGHrC,https://api.spotify.com/v1/tracks/2QVzUws1l5mzZ4v46tGHrC,https://api.spotify.com/v1/audio-analysis/2QVzUws1l5mzZ4v46tGHrC,203053,4
0.662,0.487,5,-13.728,0,0.0365,0.0384,0.000602,0.107,0.384,117.689,audio_features,2qHTaWYpcuWoOh8bZBhbrI,spotify:track:2qHTaWYpcuWoOh8bZBhbrI,https://api.spotify.com/v1/tracks/2qHTaWYpcuWoOh8bZBhbrI,https://api.spotify.com/v1/audio-analysis/2qHTaWYpcuWoOh8bZBhbrI,89426,4
