artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Penny and Sparrow,Country,3uN4oS5HLLGHYRnLhFx1m4,0.686,0.597,5,-6.315,1,0.0272,0.235,0.00285,0.287,0.556,131.999,audio_features,spotify:track:3uN4oS5HLLGHYRnLhFx1m4,https://api.spotify.com/v1/tracks/3uN4oS5HLLGHYRnLhFx1m4,https://api.spotify.com/v1/audio-analysis/3uN4oS5HLLGHYRnLhFx1m4,123136,4
Kelsea Ballerini,Patterns,2EHJKVCpaZVujHYTOUt5bp,0.496,0.668,5,-6.841,0,0.0373,0.281,0.000131,0.0883,0.253,92.865,audio_features,spotify:track:2EHJKVCpaZVujHYTOUt5bp,https://api.spotify.com/v1/tracks/2EHJKVCpaZVujHYTOUt5bp,https://api.spotify.com/v1/audio-analysis/2EHJKVCpaZVujHYTOUt5bp,220400,4
Porches,Country,11NGqBqXCWpgODnqGVNfng,0.706,0.222,2,-11.791,1,0.0327,0.796,0.864,0.108,0.244,110.027,audio_features,spotify:track:11NGqBqXCWpgODnqGVNfng,https://api.spotify.com/v1/tracks/11NGqBqXCWpgODnqGVNfng,https://api.spotify.com/v1/audio-analysis/11NGqBqXCWpgODnqGVNfng,110280,4
Thomas Rhett,Country Again,3CiF9D8iuVhZWDvvjf8HpG,0.467,0.481,2,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,147.886,audio_features,spotify:track:3CiF9D8iuVhZWDvvjf8HpG,https://api.spotify.com/v1/tracks/3CiF9D8iuVhZWDvvjf8HpG,https://api.spotify.com/v1/audio-analysis/3CiF9D8iuVhZWDvvjf8HpG,221240,4
Luke Combs,The Kind of Love We Make,28n8z9IQKyjMPxmvYMBqZa,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,spotify:track:28n8z9IQKyjMPxmvYMBqZa,https://api.spotify.com/v1/tracks/28n8z9IQKyjMPxmvYMBqZa,https://api.spotify.com/v1/audio-analysis/28n8z9IQKyjMPxmvYMBqZa,224427,4
Samia,Country,0kmlqQK6cavjhc2sNPZtjs,0.399,0.235,6,-10.14,1,0.0299,0.217,0.0,0.102,0.137,110.308,audio_features,spotify:track:0kmlqQK6cavjhc2sNPZtjs,https://api.spotify.com/v1/tracks/0kmlqQK6cavjhc2sNPZtjs,https://api.spotify.com/v1/audio-analysis/0kmlqQK6cavjhc2sNPZtjs,100317,4
Ella Langley,Country Boy's Dream Girl,1UlwFwRrb4Kth3TwnjBAJV,0.591,0.756,8,-4.573,1,0.0403,0.234,1.44e-06,0.097,0.46,139.991,audio_features,spotify:track:1UlwFwRrb4Kth3TwnjBAJV,https://api.spotify.com/v1/tracks/1UlwFwRrb4Kth3TwnjBAJV,https://api.spotify.com/v1/audio-analysis/1UlwFwRrb4Kth3TwnjBAJV,183907,3
"Thomas Rhett, Morgan Wallen",Mamaw's House,3eNOyXmzuA46bUvi8FkIoW,0.559,0.704,2,-7.686,1,0.0338,0.0177,0.0,0.0821,0.422,89.985,audio_features,spotify:track:3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/tracks/3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/audio-analysis/3eNOyXmzuA46bUvi8FkIoW,187269,4
Dean Blunt,COUNTRY,0OLVUIdW0RlIxQjeLULOhL,0.479,0.868,1,-7.715,1,0.344,0.209,0.726,0.201,0.493,48.888,audio_features,spotify:track:0OLVUIdW0RlIxQjeLULOhL,https://api.spotify.com/v1/tracks/0OLVUIdW0RlIxQjeLULOhL,https://api.spotify.com/v1/audio-analysis/0OLVUIdW0RlIxQjeLULOhL,130987,4
Blake Shelton,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,audio_features,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,https://api.spotify.com/v1/tracks/1dyxS3YzBbL0t8rEVwVQ1K,https://api.spotify.com/v1/audio-analysis/1dyxS3YzBbL0t8rEVwVQ1K,205107,4
"JStu, Hyper Fenton, Moflo Music",Country,1sJSIOWEAgCZYOA49sf8dJ,0.765,0.639,1,-5.841,1,0.0337,0.000933,0.0,0.192,0.334,95.039,audio_features,spotify:track:1sJSIOWEAgCZYOA49sf8dJ,https://api.spotify.com/v1/tracks/1sJSIOWEAgCZYOA49sf8dJ,https://api.spotify.com/v1/audio-analysis/1sJSIOWEAgCZYOA49sf8dJ,191436,4
Avenged Sevenfold,Bat Country,3sHH7lklbfpcraDDvYnjo7,0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,audio_features,spotify:track:3sHH7lklbfpcraDDvYnjo7,https://api.spotify.com/v1/tracks/3sHH7lklbfpcraDDvYnjo7,https://api.spotify.com/v1/audio-analysis/3sHH7lklbfpcraDDvYnjo7,311813,4
"Thomas Rhett, Morgan Wallen",Mamaw's House,4HeViKsdSOLkOvwfcRVkK8,0.559,0.704,2,-7.686,1,0.0338,0.0177,0.0,0.0821,0.422,89.985,audio_features,spotify:track:4HeViKsdSOLkOvwfcRVkK8,https://api.spotify.com/v1/tracks/4HeViKsdSOLkOvwfcRVkK8,https://api.spotify.com/v1/audio-analysis/4HeViKsdSOLkOvwfcRVkK8,187269,4
Empire Of The Sun,Country,3opSFNPxbHnOBvt6142eDZ,0.449,0.448,7,-10.402,1,0.03,0.651,0.948,0.103,0.118,117.901,audio_features,spotify:track:3opSFNPxbHnOBvt6142eDZ,https://api.spotify.com/v1/tracks/3opSFNPxbHnOBvt6142eDZ,https://api.spotify.com/v1/audio-analysis/3opSFNPxbHnOBvt6142eDZ,304493,4
Luke Bryan,Country On,1tRxwf8Q0AcshfHuaD86Yt,0.52,0.751,5,-5.064,1,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,audio_features,spotify:track:1tRxwf8Q0AcshfHuaD86Yt,https://api.spotify.com/v1/tracks/1tRxwf8Q0AcshfHuaD86Yt,https://api.spotify.com/v1/audio-analysis/1tRxwf8Q0AcshfHuaD86Yt,236456,4
The Head Cornerstone,Country,0wuemPzvL5uPyt6XE7tELZ,0.753,0.702,9,-7.136,0,0.25,0.0479,0.0,0.162,0.677,172.961,audio_features,spotify:track:0wuemPzvL5uPyt6XE7tELZ,https://api.spotify.com/v1/tracks/0wuemPzvL5uPyt6XE7tELZ,https://api.spotify.com/v1/audio-analysis/0wuemPzvL5uPyt6XE7tELZ,221666,4
Sam Hunt,Country House,2DOxC6AdXlSeUrsgWKuX4X,0.659,0.753,4,-4.788,1,0.0422,0.164,0.0,0.0849,0.681,141.981,audio_features,spotify:track:2DOxC6AdXlSeUrsgWKuX4X,https://api.spotify.com/v1/tracks/2DOxC6AdXlSeUrsgWKuX4X,https://api.spotify.com/v1/audio-analysis/2DOxC6AdXlSeUrsgWKuX4X,214293,4
Old Dominion,Memory Lane,5kB6WithhB8Iv08EMNmAbt,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4
Empire Of The Sun,Country,37S66m2HFcf6cBmlcgnsWV,0.449,0.448,7,-10.402,1,0.03,0.651,0.948,0.103,0.118,117.901,audio_features,spotify:track:37S66m2HFcf6cBmlcgnsWV,https://api.spotify.com/v1/tracks/37S66m2HFcf6cBmlcgnsWV,https://api.spotify.com/v1/audio-analysis/37S66m2HFcf6cBmlcgnsWV,304493,4
Lainey Wilson,Country's Cool Again,6fL5O5y6pSeU5Hjx9SgKar,0.549,0.901,0,-3.714,0,0.0705,0.101,5.7e-06,0.139,0.803,170.008,audio_features,spotify:track:6fL5O5y6pSeU5Hjx9SgKar,https://api.spotify.com/v1/tracks/6fL5O5y6pSeU5Hjx9SgKar,https://api.spotify.com/v1/audio-analysis/6fL5O5y6pSeU5Hjx9SgKar,218280,4
HARDY,BOOTS,0u9zevC5U0KfmXCJveb1WJ,0.543,0.876,2,-3.802,1,0.0385,0.183,0.0,0.0844,0.537,104.011,audio_features,spotify:track:0u9zevC5U0KfmXCJveb1WJ,https://api.spotify.com/v1/tracks/0u9zevC5U0KfmXCJveb1WJ,https://api.spotify.com/v1/audio-analysis/0u9zevC5U0KfmXCJveb1WJ,193902,4
Raymond Edwards,Country,1y1vYnClr7EES9zeo2Dty1,0.839,0.308,8,-12.527,1,0.472,0.522,0.0,0.0998,0.416,139.895,audio_features,spotify:track:1y1vYnClr7EES9zeo2Dty1,https://api.spotify.com/v1/tracks/1y1vYnClr7EES9zeo2Dty1,https://api.spotify.com/v1/audio-analysis/1y1vYnClr7EES9zeo2Dty1,112570,4
Lainey Wilson,Country's Cool Again,7s8QiPdUm1rwWnVPtResNR,0.553,0.89,0,-4.158,0,0.0613,0.108,3.13e-06,0.134,0.815,169.934,audio_features,spotify:track:7s8QiPdUm1rwWnVPtResNR,https://api.spotify.com/v1/tracks/7s8QiPdUm1rwWnVPtResNR,https://api.spotify.com/v1/audio-analysis/7s8QiPdUm1rwWnVPtResNR,218053,4
"Kelsea Ballerini, Noah Kahan",Cowboys Cry Too (with Noah Kahan),5UMZQjj4BDBojOEnUZFM8B,0.434,0.584,11,-6.497,1,0.0299,0.613,0.0,0.138,0.491,86.775,audio_features,spotify:track:5UMZQjj4BDBojOEnUZFM8B,https://api.spotify.com/v1/tracks/5UMZQjj4BDBojOEnUZFM8B,https://api.spotify.com/v1/audio-analysis/5UMZQjj4BDBojOEnUZFM8B,231067,4
SonsOfNotown,Country,6oqr9Uih8OUVm44VWEG0Jw,0.666,0.423,9,-11.091,0,0.227,0.237,0.0357,0.1,0.105,150.083,audio_features,spotify:track:6oqr9Uih8OUVm44VWEG0Jw,https://api.spotify.com/v1/tracks/6oqr9Uih8OUVm44VWEG0Jw,https://api.spotify.com/v1/audio-analysis/6oqr9Uih8OUVm44VWEG0Jw,180687,4
Art Music,Country,3b1Aaq6Hs2NT7IyJCI9iiu,0.705,0.22,2,-18.597,1,0.048,0.968,0.92,0.058,0.779,80.075,audio_features,spotify:track:3b1Aaq6Hs2NT7IyJCI9iiu,https://api.spotify.com/v1/tracks/3b1Aaq6Hs2NT7IyJCI9iiu,https://api.spotify.com/v1/audio-analysis/3b1Aaq6Hs2NT7IyJCI9iiu,101812,4
Blake Shelton,God's Country,4TCeFZNjGNQIpCuZmJkkE2,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,audio_features,spotify:track:4TCeFZNjGNQIpCuZmJkkE2,https://api.spotify.com/v1/tracks/4TCeFZNjGNQIpCuZmJkkE2,https://api.spotify.com/v1/audio-analysis/4TCeFZNjGNQIpCuZmJkkE2,204800,4
Morgan Wallen,Somethin’ Country,2X7c8wSJD0urdk9aWzpu5D,0.6,0.942,2,-4.441,1,0.0402,0.169,0.0,0.29,0.741,145.981,audio_features,spotify:track:2X7c8wSJD0urdk9aWzpu5D,https://api.spotify.com/v1/tracks/2X7c8wSJD0urdk9aWzpu5D,https://api.spotify.com/v1/audio-analysis/2X7c8wSJD0urdk9aWzpu5D,172627,4
"Ballout, Chief Keef",Country,4WJyCPNqTPG8GrTGf14K5o,0.692,0.629,8,-6.797,0,0.244,0.374,0.0,0.0815,0.35,148.065,audio_features,spotify:track:4WJyCPNqTPG8GrTGf14K5o,https://api.spotify.com/v1/tracks/4WJyCPNqTPG8GrTGf14K5o,https://api.spotify.com/v1/audio-analysis/4WJyCPNqTPG8GrTGf14K5o,204382,4
"Big K.R.I.T., Ludacris, Bun B",Country Sh*t (Remix),36N2bDLedBsK9VylCszIwH,0.732,0.572,0,-6.157,1,0.0386,0.00117,0.0,0.378,0.239,128.05,audio_features,spotify:track:36N2bDLedBsK9VylCszIwH,https://api.spotify.com/v1/tracks/36N2bDLedBsK9VylCszIwH,https://api.spotify.com/v1/audio-analysis/36N2bDLedBsK9VylCszIwH,242467,4
HARDY,.30-06,1AF2ISbmAwwNTGUjgqMNQu,0.52,0.726,6,-3.543,0,0.0407,0.000188,0.0,0.418,0.664,141.999,audio_features,spotify:track:1AF2ISbmAwwNTGUjgqMNQu,https://api.spotify.com/v1/tracks/1AF2ISbmAwwNTGUjgqMNQu,https://api.spotify.com/v1/audio-analysis/1AF2ISbmAwwNTGUjgqMNQu,140523,4
Roy Lattimore,Country,0AucvQDgDoyDg4G1b4Yi8F,0.583,0.821,5,-5.571,0,0.109,0.109,0.00574,0.341,0.487,158.713,audio_features,spotify:track:0AucvQDgDoyDg4G1b4Yi8F,https://api.spotify.com/v1/tracks/0AucvQDgDoyDg4G1b4Yi8F,https://api.spotify.com/v1/audio-analysis/0AucvQDgDoyDg4G1b4Yi8F,193029,3
Hank Williams III,Country Heroes,70PPOFwmuD4luTtLpnjesg,0.745,0.415,4,-7.448,0,0.0267,0.628,2.52e-05,0.24,0.49,125.978,audio_features,spotify:track:70PPOFwmuD4luTtLpnjesg,https://api.spotify.com/v1/tracks/70PPOFwmuD4luTtLpnjesg,https://api.spotify.com/v1/audio-analysis/70PPOFwmuD4luTtLpnjesg,208427,4
Gentlemen of the Mind,Country,7ivjMSDioZ1Mk319dgaWoy,0.697,0.379,9,-16.408,1,0.0341,0.712,0.0798,0.111,0.0773,129.985,audio_features,spotify:track:7ivjMSDioZ1Mk319dgaWoy,https://api.spotify.com/v1/tracks/7ivjMSDioZ1Mk319dgaWoy,https://api.spotify.com/v1/audio-analysis/7ivjMSDioZ1Mk319dgaWoy,284369,4
"Sammy Arriaga, Cooper Alan",COUNTRY SIDE,0Dsxh0x9LpFgk8dkcNxraG,0.872,0.702,4,-5.509,1,0.0409,0.148,0.0,0.078,0.794,101.013,audio_features,spotify:track:0Dsxh0x9LpFgk8dkcNxraG,https://api.spotify.com/v1/tracks/0Dsxh0x9LpFgk8dkcNxraG,https://api.spotify.com/v1/audio-analysis/0Dsxh0x9LpFgk8dkcNxraG,144702,4
Koshun Nakao,Country,1IdBqan9vASdY5ptJS5KQa,0.361,0.0192,2,-28.839,0,0.0425,0.994,0.919,0.111,0.117,89.312,audio_features,spotify:track:1IdBqan9vASdY5ptJS5KQa,https://api.spotify.com/v1/tracks/1IdBqan9vASdY5ptJS5KQa,https://api.spotify.com/v1/audio-analysis/1IdBqan9vASdY5ptJS5KQa,136200,3
Kane Brown,Country Classic,2iQ9sF1pVNmYLIv8fHhYPb,0.546,0.838,2,-4.768,1,0.0418,0.0363,0.0,0.33,0.689,160.039,audio_features,spotify:track:2iQ9sF1pVNmYLIv8fHhYPb,https://api.spotify.com/v1/tracks/2iQ9sF1pVNmYLIv8fHhYPb,https://api.spotify.com/v1/audio-analysis/2iQ9sF1pVNmYLIv8fHhYPb,175367,4
Kelly McFarling,Country,0X8m5yVbH4inz2EHF4cUCe,0.416,0.245,10,-11.982,1,0.0307,0.949,0.00143,0.103,0.22,100.764,audio_features,spotify:track:0X8m5yVbH4inz2EHF4cUCe,https://api.spotify.com/v1/tracks/0X8m5yVbH4inz2EHF4cUCe,https://api.spotify.com/v1/audio-analysis/0X8m5yVbH4inz2EHF4cUCe,255285,4
HARDY,UNAPOLOGETICALLY COUNTRY AS HELL,7fkAb0kXW8636FD1Mwz4MY,0.542,0.647,1,-4.961,1,0.0312,0.166,0.0,0.329,0.614,124.044,audio_features,spotify:track:7fkAb0kXW8636FD1Mwz4MY,https://api.spotify.com/v1/tracks/7fkAb0kXW8636FD1Mwz4MY,https://api.spotify.com/v1/audio-analysis/7fkAb0kXW8636FD1Mwz4MY,235361,3
"Lee Brice, Hailey Whitters, Nate Smith",Drinkin' Buddies,4OlwATEogDh1BfEoWsRpeC,0.529,0.845,1,-4.433,1,0.0422,0.00274,0.0,0.129,0.965,180.098,audio_features,spotify:track:4OlwATEogDh1BfEoWsRpeC,https://api.spotify.com/v1/tracks/4OlwATEogDh1BfEoWsRpeC,https://api.spotify.com/v1/audio-analysis/4OlwATEogDh1BfEoWsRpeC,197348,4
Guitacoustic,Country,0zGYtAAEttsHb3t5JvfXxZ,0.439,0.308,7,-12.336,1,0.0412,0.91,0.943,0.128,0.53,141.26,audio_features,spotify:track:0zGYtAAEttsHb3t5JvfXxZ,https://api.spotify.com/v1/tracks/0zGYtAAEttsHb3t5JvfXxZ,https://api.spotify.com/v1/audio-analysis/0zGYtAAEttsHb3t5JvfXxZ,107000,4
Lana Del Rey,Chemtrails Over The Country Club,7bPWdJgx8vek7S5i5yAtvG,0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,audio_features,spotify:track:7bPWdJgx8vek7S5i5yAtvG,https://api.spotify.com/v1/tracks/7bPWdJgx8vek7S5i5yAtvG,https://api.spotify.com/v1/audio-analysis/7bPWdJgx8vek7S5i5yAtvG,271177,3
Luke Combs,When It Rains It Pours,2cJC39Aqmyo6YBS7WuevRh,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.021,audio_features,spotify:track:2cJC39Aqmyo6YBS7WuevRh,https://api.spotify.com/v1/tracks/2cJC39Aqmyo6YBS7WuevRh,https://api.spotify.com/v1/audio-analysis/2cJC39Aqmyo6YBS7WuevRh,240760,4
zymix,COUNTRY,5v7Ulh1pRN796vDa87jX8M,0.631,0.989,1,0.471,1,0.12,0.0242,0.942,0.538,0.707,126.01,audio_features,spotify:track:5v7Ulh1pRN796vDa87jX8M,https://api.spotify.com/v1/tracks/5v7Ulh1pRN796vDa87jX8M,https://api.spotify.com/v1/audio-analysis/5v7Ulh1pRN796vDa87jX8M,91429,4
"Kng Ego, JOYBVND",Country Girl (feat. JOYBVND),58sDCIk46h7ffpuYHxTTmg,0.857,0.54,11,-8.936,0,0.308,0.00567,0.0,0.0777,0.766,166.013,audio_features,spotify:track:58sDCIk46h7ffpuYHxTTmg,https://api.spotify.com/v1/tracks/58sDCIk46h7ffpuYHxTTmg,https://api.spotify.com/v1/audio-analysis/58sDCIk46h7ffpuYHxTTmg,150616,4
"Lainey Wilson, Miranda Lambert",Good Horses (feat. Miranda Lambert),2Y55wplSMT3ltQQOPvMC75,0.609,0.702,5,-7.268,1,0.0286,0.234,0.000248,0.1,0.417,149.996,audio_features,spotify:track:2Y55wplSMT3ltQQOPvMC75,https://api.spotify.com/v1/tracks/2Y55wplSMT3ltQQOPvMC75,https://api.spotify.com/v1/audio-analysis/2Y55wplSMT3ltQQOPvMC75,237773,4
Duwap Kaine,Country,3Q8WZRCYbJRHExrNc38GlD,0.532,0.459,0,-10.315,1,0.123,0.826,0.0,0.137,0.581,74.284,audio_features,spotify:track:3Q8WZRCYbJRHExrNc38GlD,https://api.spotify.com/v1/tracks/3Q8WZRCYbJRHExrNc38GlD,https://api.spotify.com/v1/audio-analysis/3Q8WZRCYbJRHExrNc38GlD,130978,4
April Shower,Countryside Storm,3DcBNBQXztYsrGgAqUGSJj,0.0656,0.931,3,-21.382,1,0.0561,0.00541,0.988,0.883,0.000641,77.975,audio_features,spotify:track:3DcBNBQXztYsrGgAqUGSJj,https://api.spotify.com/v1/tracks/3DcBNBQXztYsrGgAqUGSJj,https://api.spotify.com/v1/audio-analysis/3DcBNBQXztYsrGgAqUGSJj,208000,4
Thomas Rhett,Gone Country,3SRihFqg2uOqEtNdcH3d3t,0.767,0.73,1,-4.155,0,0.0294,0.337,0.0,0.142,0.822,119.963,audio_features,spotify:track:3SRihFqg2uOqEtNdcH3d3t,https://api.spotify.com/v1/tracks/3SRihFqg2uOqEtNdcH3d3t,https://api.spotify.com/v1/audio-analysis/3SRihFqg2uOqEtNdcH3d3t,163423,4
SonsOfNotown,Country,3qjk21d7TRsk5zZznn0uWD,0.674,0.449,9,-10.638,0,0.18,0.281,0.0065,0.0955,0.11,150.042,audio_features,spotify:track:3qjk21d7TRsk5zZznn0uWD,https://api.spotify.com/v1/tracks/3qjk21d7TRsk5zZznn0uWD,https://api.spotify.com/v1/audio-analysis/3qjk21d7TRsk5zZznn0uWD,172406,4
Toots & The Maytals,Country Road,78idK1ANg6tbO8d67GD09B,0.624,0.329,8,-16.005,1,0.143,0.43,0.000525,0.0798,0.915,175.024,audio_features,spotify:track:78idK1ANg6tbO8d67GD09B,https://api.spotify.com/v1/tracks/78idK1ANg6tbO8d67GD09B,https://api.spotify.com/v1/audio-analysis/78idK1ANg6tbO8d67GD09B,205200,4
Senora May,Country,3zYnoY7bgXaMmzKaocG6xX,0.592,0.153,0,-17.969,1,0.181,0.608,3.31e-05,0.106,0.321,152.547,audio_features,spotify:track:3zYnoY7bgXaMmzKaocG6xX,https://api.spotify.com/v1/tracks/3zYnoY7bgXaMmzKaocG6xX,https://api.spotify.com/v1/audio-analysis/3zYnoY7bgXaMmzKaocG6xX,294500,4
Jason Aldean,Country Boy's World,7pSHLAJyLXjmLsbzqsyQ9D,0.565,0.719,7,-5.02,1,0.0325,0.0696,0.0,0.103,0.448,148.128,audio_features,spotify:track:7pSHLAJyLXjmLsbzqsyQ9D,https://api.spotify.com/v1/tracks/7pSHLAJyLXjmLsbzqsyQ9D,https://api.spotify.com/v1/audio-analysis/7pSHLAJyLXjmLsbzqsyQ9D,246533,4
Paul Weller,Country,6JDGKJU5t6xeJdo91zHuaN,0.596,0.169,7,-17.145,1,0.0556,0.781,0.00587,0.839,0.35,135.762,audio_features,spotify:track:6JDGKJU5t6xeJdo91zHuaN,https://api.spotify.com/v1/tracks/6JDGKJU5t6xeJdo91zHuaN,https://api.spotify.com/v1/audio-analysis/6JDGKJU5t6xeJdo91zHuaN,218800,4
Austin Williams,Country Just Like Me,6s7EJkZNk7NJwCLgcUBS8b,0.484,0.895,6,-2.803,0,0.0481,0.0549,0.0,0.15,0.405,155.958,audio_features,spotify:track:6s7EJkZNk7NJwCLgcUBS8b,https://api.spotify.com/v1/tracks/6s7EJkZNk7NJwCLgcUBS8b,https://api.spotify.com/v1/audio-analysis/6s7EJkZNk7NJwCLgcUBS8b,201520,4
Morgan Wallen,Beer Don’t,2shcL1H6lVSrIaCtshedcl,0.59,0.855,6,-4.562,1,0.0358,0.0651,0.0,0.11,0.766,140.008,audio_features,spotify:track:2shcL1H6lVSrIaCtshedcl,https://api.spotify.com/v1/tracks/2shcL1H6lVSrIaCtshedcl,https://api.spotify.com/v1/audio-analysis/2shcL1H6lVSrIaCtshedcl,196080,4
Koshun Nakao,Country,3eaFvVG69nZdS2ghf6BEet,0.361,0.0192,2,-28.839,0,0.0425,0.994,0.919,0.111,0.117,89.312,audio_features,spotify:track:3eaFvVG69nZdS2ghf6BEet,https://api.spotify.com/v1/tracks/3eaFvVG69nZdS2ghf6BEet,https://api.spotify.com/v1/audio-analysis/3eaFvVG69nZdS2ghf6BEet,136200,3
"deer scout, Hayden Arp",Country,1fOLoG4xwnhQczZ6w7XWmw,0.436,0.106,2,-10.824,1,0.036,0.765,0.0,0.124,0.371,69.162,audio_features,spotify:track:1fOLoG4xwnhQczZ6w7XWmw,https://api.spotify.com/v1/tracks/1fOLoG4xwnhQczZ6w7XWmw,https://api.spotify.com/v1/audio-analysis/1fOLoG4xwnhQczZ6w7XWmw,92072,3
Randy Houser,Country Round Here Tonight,0b211PzpLc3dsqqcRm9GNs,0.667,0.827,5,-5.502,0,0.032,0.0772,0.000176,0.225,0.664,119.466,audio_features,spotify:track:0b211PzpLc3dsqqcRm9GNs,https://api.spotify.com/v1/tracks/0b211PzpLc3dsqqcRm9GNs,https://api.spotify.com/v1/audio-analysis/0b211PzpLc3dsqqcRm9GNs,216085,4
Mekons,Country,4Q712wxnW2T3BX2cRnQjlb,0.56,0.817,9,-8.364,1,0.03,0.000147,7.78e-05,0.0944,0.733,134.008,audio_features,spotify:track:4Q712wxnW2T3BX2cRnQjlb,https://api.spotify.com/v1/tracks/4Q712wxnW2T3BX2cRnQjlb,https://api.spotify.com/v1/audio-analysis/4Q712wxnW2T3BX2cRnQjlb,174560,4
"Rodney Atkins, The Fisk Jubilee Singers",Caught Up In The Country,4aGG4VOWGv9RwlYQNsBrkE,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,audio_features,spotify:track:4aGG4VOWGv9RwlYQNsBrkE,https://api.spotify.com/v1/tracks/4aGG4VOWGv9RwlYQNsBrkE,https://api.spotify.com/v1/audio-analysis/4aGG4VOWGv9RwlYQNsBrkE,160991,4
Luke Combs,Take You With Me,4tgKstWpyU8mtWVQp7ojbM,0.568,0.732,8,-6.062,1,0.0309,0.137,0.0,0.0894,0.52,168.072,audio_features,spotify:track:4tgKstWpyU8mtWVQp7ojbM,https://api.spotify.com/v1/tracks/4tgKstWpyU8mtWVQp7ojbM,https://api.spotify.com/v1/audio-analysis/4tgKstWpyU8mtWVQp7ojbM,207080,4
Yamagen,Country,2y7wvrX8ZBM06jF4jzCijI,0.757,0.262,4,-11.042,1,0.0465,0.916,0.856,0.281,0.294,121.92,audio_features,spotify:track:2y7wvrX8ZBM06jF4jzCijI,https://api.spotify.com/v1/tracks/2y7wvrX8ZBM06jF4jzCijI,https://api.spotify.com/v1/audio-analysis/2y7wvrX8ZBM06jF4jzCijI,280333,4
"Anne Wilson, Jordan Davis",Country Gold,0UnMW3SztHeKFHTEIFyIVh,0.495,0.754,10,-5.876,1,0.0383,0.515,0.0,0.103,0.22,86.863,audio_features,spotify:track:0UnMW3SztHeKFHTEIFyIVh,https://api.spotify.com/v1/tracks/0UnMW3SztHeKFHTEIFyIVh,https://api.spotify.com/v1/audio-analysis/0UnMW3SztHeKFHTEIFyIVh,196733,4
HARDY,TRUCK BED,69zShITc9yIXmQbbLYRJxW,0.664,0.771,0,-4.89,1,0.037,0.0876,0.0,0.349,0.771,132.087,audio_features,spotify:track:69zShITc9yIXmQbbLYRJxW,https://api.spotify.com/v1/tracks/69zShITc9yIXmQbbLYRJxW,https://api.spotify.com/v1/audio-analysis/69zShITc9yIXmQbbLYRJxW,167535,4
Steen Rasmussen,Country,6jQ9nyVCzSZjiVVjr5Halz,0.505,0.0279,2,-26.52,1,0.0343,0.991,0.921,0.0836,0.126,135.949,audio_features,spotify:track:6jQ9nyVCzSZjiVVjr5Halz,https://api.spotify.com/v1/tracks/6jQ9nyVCzSZjiVVjr5Halz,https://api.spotify.com/v1/audio-analysis/6jQ9nyVCzSZjiVVjr5Halz,214205,4
The Lacs,Country Road,31Xa0SpE8683VhZXnJMjjn,0.649,0.665,8,-5.411,0,0.1,0.249,0.0,0.089,0.506,169.996,audio_features,spotify:track:31Xa0SpE8683VhZXnJMjjn,https://api.spotify.com/v1/tracks/31Xa0SpE8683VhZXnJMjjn,https://api.spotify.com/v1/audio-analysis/31Xa0SpE8683VhZXnJMjjn,239493,4
"Florida Georgia Line, Morgan Wallen",Up Down,1zQMvZU0A2De2oaYo3DLRE,0.588,0.885,6,-3.046,1,0.0345,0.0788,0.0,0.175,0.787,129.925,audio_features,spotify:track:1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/tracks/1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/audio-analysis/1zQMvZU0A2De2oaYo3DLRE,198120,4
Pete Yorn,Country,4jhdm8kMGVyx78M2Q2oPi1,0.495,0.69,7,-9.702,1,0.0311,0.0808,0.00445,0.248,0.395,134.108,audio_features,spotify:track:4jhdm8kMGVyx78M2Q2oPi1,https://api.spotify.com/v1/tracks/4jhdm8kMGVyx78M2Q2oPi1,https://api.spotify.com/v1/audio-analysis/4jhdm8kMGVyx78M2Q2oPi1,304800,4
